"","gene","cluster4"
"ENSMUSG00000052192_1","ENSMUSG00000052192_1",2
"Gm8425","Gm8425",2
"4930565N06Rik","4930565N06Rik",2
"Mir6540","Mir6540",2
"Cd200r1","Cd200r1",2
"Cd200r4","Cd200r4",2
"Gcsam_1","Gcsam_1",2
"ENSMUSG00000085781_1","ENSMUSG00000085781_1",2
"ENSMUSG00000058176","ENSMUSG00000058176",2
"Ift57_8","Ift57_8",2
"Ift57_9","Ift57_9",2
"Gm8824","Gm8824",2
"Gm8824_1","Gm8824_1",2
"ENSMUSG00000081453_3","ENSMUSG00000081453_3",2
"ENSMUSG00000081453_4","ENSMUSG00000081453_4",2
"Cblb","Cblb",2
"Cblb_12","Cblb_12",2
"Tmem45a2_1","Tmem45a2_1",2
"Tbc1d23_1","Tbc1d23_1",2
"Tbc1d23_2","Tbc1d23_2",2
"Tbc1d23_3","Tbc1d23_3",2
"Tmem30c","Tmem30c",2
"St3gal6_2","St3gal6_2",2
"Csnka2ip_1","Csnka2ip_1",2
"4930453N24Rik_3","4930453N24Rik_3",2
"Speer2","Speer2",2
"Gbe1_1","Gbe1_1",2
"ENSMUSG00000103648","ENSMUSG00000103648",2
"ENSMUSG00000092759","ENSMUSG00000092759",2
"ENSMUSG00000092759_1","ENSMUSG00000092759_1",2
"Cxadr","Cxadr",2
"Cxadr_1","Cxadr_1",2
"Cxadr_3","Cxadr_3",2
"Btg3_5","Btg3_5",2
"B130034C11Rik","B130034C11Rik",2
"Gm24891","Gm24891",2
"Krtap11-1","Krtap11-1",2
"Tiam1","Tiam1",2
"Tiam1_1","Tiam1_1",2
"Scaf4","Scaf4",2
"Eva1c_1","Eva1c_1",2
"ENSMUSG00000085865_1","ENSMUSG00000085865_1",2
"Cldn14","Cldn14",2
"Sim2","Sim2",2
"ENSMUSG00000097551","ENSMUSG00000097551",2
"ENSMUSG00000097551_1","ENSMUSG00000097551_1",2
"Erg_2","Erg_2",2
"Ets2","Ets2",2
"Ets2_1","Ets2_1",2
"Gm15599_1","Gm15599_1",2
"Zdhhc14","Zdhhc14",2
"Slc22a3","Slc22a3",2
"Gm15946","Gm15946",2
"ENSMUSG00000096849_1","ENSMUSG00000096849_1",2
"ENSMUSG00000096849_2","ENSMUSG00000096849_2",2
"ENSMUSG00000096849_3","ENSMUSG00000096849_3",2
"ENSMUSG00000096849_4","ENSMUSG00000096849_4",2
"Lix1","Lix1",2
"Lnpep","Lnpep",2
"Lnpep_2","Lnpep_2",2
"Has1_1","Has1_1",2
"Has1_2","Has1_2",2
"ENSMUSG00000093582","ENSMUSG00000093582",2
"ENSMUSG00000093602","ENSMUSG00000093602",2
"Vmn2r127","Vmn2r127",2
"ENSMUSG00000067929","ENSMUSG00000067929",2
"Zfp229_1","Zfp229_1",2
"Zfp947","Zfp947",2
"Zfp947_1","Zfp947_1",2
"ENSMUSG00000077964","ENSMUSG00000077964",2
"Mir5125","Mir5125",2
"Prss33","Prss33",2
"Rsph1_1","Rsph1_1",2
"Adgrf1","Adgrf1",2
"ENSMUSG00000090048_1","ENSMUSG00000090048_1",2
"Abcc10","Abcc10",2
"ENSMUSG00000044645_1","ENSMUSG00000044645_1",2
"ENSMUSG00000102973_1","ENSMUSG00000102973_1",2
"Gm19585","Gm19585",2
"Gm19585_1","Gm19585_1",2
"Gm19585_2","Gm19585_2",2
"Gm19585_3","Gm19585_3",2
"Gm19585_4","Gm19585_4",2
"Gm19585_5","Gm19585_5",2
"Gm19585_6","Gm19585_6",2
"Gm19585_7","Gm19585_7",2
"Gm27217_2","Gm27217_2",2
"Gm27217_3","Gm27217_3",2
"Kcnh8","Kcnh8",2
"Kcnh8_1","Kcnh8_1",2
"ENSMUSG00000045506","ENSMUSG00000045506",2
"4930583I09Rik","4930583I09Rik",2
"Ddx11_1","Ddx11_1",2
"Emilin2","Emilin2",2
"Clip4_2","Clip4_2",2
"Capn13_3","Capn13_3",2
"Capn13_4","Capn13_4",2
"Memo1","Memo1",2
"Fez2","Fez2",2
"Cdc42ep3","Cdc42ep3",2
"Cdc42ep3_1","Cdc42ep3_1",2
"Gm22215","Gm22215",2
"Morn2","Morn2",2
"Cdkl4_2","Cdkl4_2",2
"Gm24492_1","Gm24492_1",2
"ENSMUSG00000096415","ENSMUSG00000096415",2
"ENSMUSG00000065319","ENSMUSG00000065319",2
"Abcg5","Abcg5",2
"Camkmt_3","Camkmt_3",2
"Fshr","Fshr",2
"Fshr_1","Fshr_1",2
"Gm20939_1","Gm20939_1",2
"Map3k8_1","Map3k8_1",2
"Ino80c_1","Ino80c_1",2
"Lims2_1","Lims2_1",2
"ENSMUSG00000088077_1","ENSMUSG00000088077_1",2
"ENSMUSG00000088077_2","ENSMUSG00000088077_2",2
"ENSMUSG00000088077_3","ENSMUSG00000088077_3",2
"ENSMUSG00000080529_1","ENSMUSG00000080529_1",2
"Trim36","Trim36",2
"Dmxl1_1","Dmxl1_1",2
"Mir1258","Mir1258",2
"C330018D20Rik","C330018D20Rik",2
"Rps2-ps10_1","Rps2-ps10_1",2
"Htr4","Htr4",2
"Htr4_2","Htr4_2",2
"Apcdd1","Apcdd1",2
"Nedd4l","Nedd4l",2
"Malt1_1","Malt1_1",2
"Mir7219","Mir7219",2
"ENSMUSG00000088166","ENSMUSG00000088166",2
"Mbd2_5","Mbd2_5",2
"Mbd2_8","Mbd2_8",2
"Mbd2_9","Mbd2_9",2
"Elac1","Elac1",2
"Elac1_1","Elac1_1",2
"D730045A05Rik_1","D730045A05Rik_1",2
"Dym","Dym",2
"Smad7_1","Smad7_1",2
"Gm10532","Gm10532",2
"Gm10532_5","Gm10532_5",2
"Gm10532_6","Gm10532_6",2
"Nfatc1_6","Nfatc1_6",2
"ENSMUSG00000097181","ENSMUSG00000097181",2
"Zfp516","Zfp516",2
"ENSMUSG00000102951_1","ENSMUSG00000102951_1",2
"ENSMUSG00000089744_1","ENSMUSG00000089744_1",2
"Cd226","Cd226",2
"ENSMUSG00000043498","ENSMUSG00000043498",2
"ENSMUSG00000043498_2","ENSMUSG00000043498_2",2
"ENSMUSG00000043498_3","ENSMUSG00000043498_3",2
"Tle4_1","Tle4_1",2
"ENSMUSG00000103488","ENSMUSG00000103488",2
"Dntt","Dntt",2
"ENSMUSG00000099746","ENSMUSG00000099746",2
"Cypt1","Cypt1",2
"Dusp21_1","Dusp21_1",2
"ENSMUSG00000083665","ENSMUSG00000083665",2
"Gria3","Gria3",2
"Gm14609","Gm14609",2
"ENSMUSG00000088278","ENSMUSG00000088278",2
"ENSMUSG00000082776","ENSMUSG00000082776",2
"Hdac8","Hdac8",2
"4933403O08Rik","4933403O08Rik",2
"Gm16421","Gm16421",2
"Gm14986","Gm14986",2
"Gm14986_1","Gm14986_1",2
"Radx_2","Radx_2",2
"ENSMUSG00000081029","ENSMUSG00000081029",2
"Chrdl1","Chrdl1",2
"Gm23460_3","Gm23460_3",3
"Gm24349","Gm24349",3
"ENSMUSG00000080800_1","ENSMUSG00000080800_1",3
"ENSMUSG00000100815","ENSMUSG00000100815",3
"Stk36","Stk36",3
"ENSMUSG00000099364","ENSMUSG00000099364",3
"ENSMUSG00000103192_1","ENSMUSG00000103192_1",3
"ENSMUSG00000100170","ENSMUSG00000100170",3
"ENSMUSG00000064414_1","ENSMUSG00000064414_1",3
"ENSMUSG00000102565_1","ENSMUSG00000102565_1",3
"Gm5264","Gm5264",3
"Ubxn4","Ubxn4",3
"ENSMUSG00000099403_1","ENSMUSG00000099403_1",3
"ENSMUSG00000099403_3","ENSMUSG00000099403_3",3
"ENSMUSG00000099403_4","ENSMUSG00000099403_4",3
"Il19_2","Il19_2",3
"Il19_3","Il19_3",3
"Ascl5","Ascl5",3
"ENSMUSG00000099510_4","ENSMUSG00000099510_4",3
"Rgs2","Rgs2",3
"Dhx9","Dhx9",3
"Gm9530","Gm9530",3
"Tor1aip2","Tor1aip2",3
"Gm19057","Gm19057",3
"Tnfsf18_1","Tnfsf18_1",3
"Tnfsf18_2","Tnfsf18_2",3
"Tnfsf18_3","Tnfsf18_3",3
"ENSMUSG00000089353_2","ENSMUSG00000089353_2",3
"Mpzl1","Mpzl1",3
"ENSMUSG00000094668_2","ENSMUSG00000094668_2",3
"Slamf1","Slamf1",3
"ENSMUSG00000102194_1","ENSMUSG00000102194_1",3
"ENSMUSG00000103636","ENSMUSG00000103636",3
"ENSMUSG00000102682","ENSMUSG00000102682",3
"ENSMUSG00000080820","ENSMUSG00000080820",3
"ENSMUSG00000102599_1","ENSMUSG00000102599_1",3
"ENSMUSG00000102599_2","ENSMUSG00000102599_2",3
"ENSMUSG00000087079","ENSMUSG00000087079",3
"Il15ra","Il15ra",3
"Pip4k2a","Pip4k2a",3
"ENSMUSG00000082413","ENSMUSG00000082413",3
"Fam78a","Fam78a",3
"C230014O12Rik","C230014O12Rik",3
"C230014O12Rik_1","C230014O12Rik_1",3
"Gtdc1_1","Gtdc1_1",3
"ENSMUSG00000097857","ENSMUSG00000097857",3
"Gm13559","Gm13559",3
"ENSMUSG00000077464","ENSMUSG00000077464",3
"ENSMUSG00000081899","ENSMUSG00000081899",3
"ENSMUSG00000081899_3","ENSMUSG00000081899_3",3
"ENSMUSG00000082345","ENSMUSG00000082345",3
"Tlk1","Tlk1",3
"Tlk1_1","Tlk1_1",3
"ENSMUSG00000081957","ENSMUSG00000081957",3
"Olfr1274_1","Olfr1274_1",3
"Gm13872_3","Gm13872_3",3
"Gm13872_4","Gm13872_4",3
"ENSMUSG00000065683","ENSMUSG00000065683",3
"Srp14","Srp14",3
"Cep152","Cep152",3
"ENSMUSG00000085750_2","ENSMUSG00000085750_2",3
"Prnd","Prnd",3
"ENSMUSG00000085709","ENSMUSG00000085709",3
"BC039771;Rin2_1","BC039771;Rin2_1",3
"L3mbtl1","L3mbtl1",3
"Mybl2","Mybl2",3
"Gdap1l1_1","Gdap1l1_1",3
"Gm10714_1","Gm10714_1",3
"ENSMUSG00000096130","ENSMUSG00000096130",3
"Prkci","Prkci",3
"Nudt6","Nudt6",3
"Gm26404_1","Gm26404_1",3
"Glt28d2","Glt28d2",3
"Lrrc71_1","Lrrc71_1",3
"Trim45_1","Trim45_1",3
"ENSMUSG00000082000","ENSMUSG00000082000",3
"Ap4b1","Ap4b1",3
"Gm24223_1","Gm24223_1",3
"Mir669n","Mir669n",3
"ENSMUSG00000089510_1","ENSMUSG00000089510_1",3
"Arhgef38_1","Arhgef38_1",3
"ENSMUSG00000076366","ENSMUSG00000076366",3
"Gm4861_2","Gm4861_2",3
"1110002E22Rik","1110002E22Rik",3
"Mttp_1","Mttp_1",3
"Bcl10_3","Bcl10_3",3
"Bcl10_4","Bcl10_4",3
"ENSMUSG00000065270","ENSMUSG00000065270",3
"ENSMUSG00000070342","ENSMUSG00000070342",3
"ENSMUSG00000099114","ENSMUSG00000099114",3
"Zranb2","Zranb2",3
"ENSMUSG00000086052_1","ENSMUSG00000086052_1",3
"Tox_1","Tox_1",3
"Ndufaf6_1","Ndufaf6_1",3
"Ndufaf6_2","Ndufaf6_2",3
"Trp53inp1_1","Trp53inp1_1",3
"ENSMUSG00000084611_1","ENSMUSG00000084611_1",3
"ENSMUSG00000059448","ENSMUSG00000059448",3
"ENSMUSG00000059101","ENSMUSG00000059101",3
"ENSMUSG00000086952_5","ENSMUSG00000086952_5",3
"E130308A19Rik_1","E130308A19Rik_1",3
"Mllt3","Mllt3",3
"Mllt3_1","Mllt3_1",3
"ENSMUSG00000082668","ENSMUSG00000082668",3
"Ldlrap1","Ldlrap1",3
"ENSMUSG00000084986","ENSMUSG00000084986",3
"Cnr2","Cnr2",3
"Fbxo42","Fbxo42",3
"Uts2_2","Uts2_2",3
"9430015G10Rik_2","9430015G10Rik_2",3
"Gsap_3","Gsap_3",3
"ENSMUSG00000081266_4","ENSMUSG00000081266_4",3
"ENSMUSG00000097640_1","ENSMUSG00000097640_1",3
"ENSMUSG00000089962","ENSMUSG00000089962",3
"Cwh43","Cwh43",3
"Scarb2_2","Scarb2_2",3
"Ptpn13_1","Ptpn13_1",3
"ENSMUSG00000088474_1","ENSMUSG00000088474_1",3
"ENSMUSG00000088474_4","ENSMUSG00000088474_4",3
"Lrrc8b","Lrrc8b",3
"ENSMUSG00000084878_1","ENSMUSG00000084878_1",3
"ENSMUSG00000096238","ENSMUSG00000096238",3
"Gm6588_2","Gm6588_2",3
"Rnf10","Rnf10",3
"Gm24671","Gm24671",3
"Anapc7","Anapc7",3
"Tmem120b","Tmem120b",3
"Rhof_1","Rhof_1",3
"Atp6v0a2","Atp6v0a2",3
"Tbl2","Tbl2",3
"Chst12_1","Chst12_1",3
"1700001J03Rik","1700001J03Rik",3
"Slc7a1_3","Slc7a1_3",3
"ENSMUSG00000087647_1","ENSMUSG00000087647_1",3
"Fry","Fry",3
"Kdm7a_1","Kdm7a_1",3
"ENSMUSG00000101651_3","ENSMUSG00000101651_3",3
"Tnip3_2","Tnip3_2",3
"Tet3","Tet3",3
"Nat8b-ps_1","Nat8b-ps_1",3
"Copg1_1","Copg1_1",3
"Slc6a6_2","Slc6a6_2",3
"Mir7041","Mir7041",3
"Lmod3","Lmod3",3
"ENSMUSG00000095146","ENSMUSG00000095146",3
"Tsen2_1","Tsen2_1",3
"Rasgef1a","Rasgef1a",3
"Mfap5","Mfap5",3
"Mfap5_1","Mfap5_1",3
"ENSMUSG00000101191","ENSMUSG00000101191",3
"ENSMUSG00000101191_2","ENSMUSG00000101191_2",3
"ENSMUSG00000098268","ENSMUSG00000098268",3
"ENSMUSG00000091438","ENSMUSG00000091438",3
"ENSMUSG00000091438_1","ENSMUSG00000091438_1",3
"Gm17089","Gm17089",3
"Atf7ip_1","Atf7ip_1",3
"ENSMUSG00000084477_2","ENSMUSG00000084477_2",3
"ENSMUSG00000084477_3","ENSMUSG00000084477_3",3
"Psg17","Psg17",3
"Fbxo17","Fbxo17",3
"ENSMUSG00000084519_1","ENSMUSG00000084519_1",3
"Ntrk3;E430016F16Rik_1","Ntrk3;E430016F16Rik_1",3
"Gm23928","Gm23928",3
"ENSMUSG00000099211","ENSMUSG00000099211",3
"Rbbp6","Rbbp6",3
"Snora30","Snora30",3
"Gm5903","Gm5903",3
"Rnh1","Rnh1",3
"Gm28821_2","Gm28821_2",3
"ENSMUSG00000102201_1","ENSMUSG00000102201_1",3
"Gm16159","Gm16159",3
"Dusp4_2","Dusp4_2",3
"ENSMUSG00000097106","ENSMUSG00000097106",3
"Stox2_1","Stox2_1",3
"ENSMUSG00000097922","ENSMUSG00000097922",3
"ENSMUSG00000101485","ENSMUSG00000101485",3
"Galntl6_4","Galntl6_4",3
"Palld","Palld",3
"1700092C02Rik","1700092C02Rik",3
"Ttc29_2","Ttc29_2",3
"Gm8167_1","Gm8167_1",3
"ENSMUSG00000086717_1","ENSMUSG00000086717_1",3
"Maf","Maf",3
"Dynlrb2_2","Dynlrb2_2",3
"Kcnk1","Kcnk1",3
"Kcnk1_1","Kcnk1_1",3
"ENSMUSG00000090074_6","ENSMUSG00000090074_6",3
"ENSMUSG00000088580","ENSMUSG00000088580",3
"Dcun1d5","Dcun1d5",3
"Mmp10","Mmp10",3
"Mmp8","Mmp8",3
"Fli1_1","Fli1_1",3
"Bsx_2","Bsx_2",3
"Foxr1","Foxr1",3
"Ift46","Ift46",3
"Tmprss4","Tmprss4",3
"Pafah1b2","Pafah1b2",3
"Gm25562","Gm25562",3
"Celf6_1","Celf6_1",3
"Tle3_7","Tle3_7",3
"Tle3_8","Tle3_8",3
"Rplp1","Rplp1",3
"Rplp1_1","Rplp1_1",3
"ENSMUSG00000093211_1","ENSMUSG00000093211_1",3
"Gm28231_2","Gm28231_2",3
"Dipk2a_2","Dipk2a_2",3
"Mir7656_2","Mir7656_2",3
"ENSMUSG00000100122","ENSMUSG00000100122",3
"ENSMUSG00000103672","ENSMUSG00000103672",3
"ENSMUSG00000065466","ENSMUSG00000065466",3
"Prss45","Prss45",3
"Cmc1","Cmc1",3
"Cmc1_1","Cmc1_1",3
"ENSMUSG00000097223_1","ENSMUSG00000097223_1",3
"Lats1_1","Lats1_1",3
"Gm23044","Gm23044",3
"Ltv1","Ltv1",3
"Fyn_2","Fyn_2",3
"Fyn_4","Fyn_4",3
"LOC100504180_1","LOC100504180_1",3
"Nrbf2_1","Nrbf2_1",3
"Ado","Ado",3
"Bcr","Bcr",3
"Gm1553_2","Gm1553_2",3
"ENSMUSG00000087429","ENSMUSG00000087429",3
"Cfap54_1","Cfap54_1",3
"Cfap54_8","Cfap54_8",3
"Mir1931","Mir1931",3
"ENSMUSG00000101517","ENSMUSG00000101517",3
"Gm24433","Gm24433",3
"Rpl6l","Rpl6l",3
"Kcnmb4os1","Kcnmb4os1",3
"1700064J06Rik_1","1700064J06Rik_1",3
"1700064J06Rik_2","1700064J06Rik_2",3
"Gm23582","Gm23582",3
"ENSMUSG00000085240","ENSMUSG00000085240",3
"Insyn2b","Insyn2b",3
"Cdkn2aipnl","Cdkn2aipnl",3
"Gm12304","Gm12304",3
"Efnb3","Efnb3",3
"Rnft1_1","Rnft1_1",3
"Rnft1_3","Rnft1_3",3
"ENSMUSG00000084411","ENSMUSG00000084411",3
"Stat5b","Stat5b",3
"ENSMUSG00000059706","ENSMUSG00000059706",3
"Axin2","Axin2",3
"Tmem235","Tmem235",3
"Cyth1_1","Cyth1_1",3
"Kif3c_1","Kif3c_1",3
"Gm22748","Gm22748",3
"ENSMUSG00000102431","ENSMUSG00000102431",3
"ENSMUSG00000089441_2","ENSMUSG00000089441_2",3
"Atxn7l1","Atxn7l1",3
"Dock4","Dock4",3
"ENSMUSG00000088386","ENSMUSG00000088386",3
"2700097O09Rik","2700097O09Rik",3
"Srp54a","Srp54a",3
"Gm24499","Gm24499",3
"Tomm20l","Tomm20l",3
"ENSMUSG00000093114","ENSMUSG00000093114",3
"Batf","Batf",3
"ENSMUSG00000075973","ENSMUSG00000075973",3
"Dio3","Dio3",3
"Dio3_1","Dio3_1",3
"Dio3_2","Dio3_2",3
"Dio3_3","Dio3_3",3
"Epdr1","Epdr1",3
"ENSMUSG00000082014","ENSMUSG00000082014",3
"F13a1","F13a1",3
"Snrnp48_1","Snrnp48_1",3
"Gfod1","Gfod1",3
"Gm23117","Gm23117",3
"ENSMUSG00000098107","ENSMUSG00000098107",3
"Jarid2","Jarid2",3
"5033430I15Rik_4","5033430I15Rik_4",3
"5033430I15Rik_6","5033430I15Rik_6",3
"Barx1_1","Barx1_1",3
"Nfil3_1","Nfil3_1",3
"ENSMUSG00000090232_1","ENSMUSG00000090232_1",3
"ENSMUSG00000090232_4","ENSMUSG00000090232_4",3
"ENSMUSG00000089868","ENSMUSG00000089868",3
"Mir9-2","Mir9-2",3
"Gm22574","Gm22574",3
"ENSMUSG00000098152","ENSMUSG00000098152",3
"Atg10","Atg10",3
"Hmgcr","Hmgcr",3
"Gm6114","Gm6114",3
"Pik3r1_6","Pik3r1_6",3
"Srek1ip1","Srek1ip1",3
"Srek1ip1_1","Srek1ip1_1",3
"Srek1ip1_2","Srek1ip1_2",3
"Il31ra","Il31ra",3
"ENSMUSG00000094518_4","ENSMUSG00000094518_4",3
"Cfap70_1","Cfap70_1",3
"ENSMUSG00000088456","ENSMUSG00000088456",3
"Il17rd_7","Il17rd_7",3
"Il17rd_8","Il17rd_8",3
"Il17rd_10","Il17rd_10",3
"Selenok","Selenok",3
"Gm5205_1","Gm5205_1",3
"Gm5205_5","Gm5205_5",3
"Txndc16_1","Txndc16_1",3
"Ero1a","Ero1a",3
"Psmc6","Psmc6",3
"ENSMUSG00000088737_1","ENSMUSG00000088737_1",3
"ENSMUSG00000088737_2","ENSMUSG00000088737_2",3
"1700108F19Rik_1","1700108F19Rik_1",3
"Vwa8","Vwa8",3
"Vwa8_2","Vwa8_2",3
"Gm23278","Gm23278",3
"Gm23278_1","Gm23278_1",3
"ENSMUSG00000104311","ENSMUSG00000104311",3
"ENSMUSG00000090284","ENSMUSG00000090284",3
"Stk24","Stk24",3
"Stk24_1","Stk24_1",3
"1700108J01Rik_3","1700108J01Rik_3",3
"Rpl7a-ps3_4","Rpl7a-ps3_4",3
"Mir1907_1","Mir1907_1",3
"Mir1907_2","Mir1907_2",3
"Eif3h_2","Eif3h_2",3
"Sntb1","Sntb1",3
"ENSMUSG00000084485_1","ENSMUSG00000084485_1",3
"ENSMUSG00000084485_2","ENSMUSG00000084485_2",3
"Trib1_1","Trib1_1",3
"Gm24696","Gm24696",3
"ENSMUSG00000093695","ENSMUSG00000093695",3
"ENSMUSG00000093695_3","ENSMUSG00000093695_3",3
"Fam83f_1","Fam83f_1",3
"Gm4335","Gm4335",3
"Csrnp2","Csrnp2",3
"ENSMUSG00000036305","ENSMUSG00000036305",3
"Ercc4","Ercc4",3
"Lsg1","Lsg1",3
"ENSMUSG00000083903","ENSMUSG00000083903",3
"Zfp148","Zfp148",3
"Adprh","Adprh",3
"Gm15953","Gm15953",3
"Gm15713","Gm15713",3
"Ccdc80_1","Ccdc80_1",3
"ENSMUSG00000095977","ENSMUSG00000095977",3
"ENSMUSG00000094020_1","ENSMUSG00000094020_1",3
"Tbc1d23","Tbc1d23",3
"St3gal6_1","St3gal6_1",3
"Rbm11","Rbm11",3
"Gm22268","Gm22268",3
"ENSMUSG00000098089_1","ENSMUSG00000098089_1",3
"ENSMUSG00000095070","ENSMUSG00000095070",3
"Olig2_3","Olig2_3",3
"Itsn1","Itsn1",3
"Cldn14_1","Cldn14_1",3
"ENSMUSG00000076304","ENSMUSG00000076304",3
"ENSMUSG00000081692","ENSMUSG00000081692",3
"Erg_4","Erg_4",3
"T;T2","T;T2",3
"Vmn2r124_1","Vmn2r124_1",3
"Bnip1","Bnip1",3
"ENSMUSG00000045842","ENSMUSG00000045842",3
"Runx2_1","Runx2_1",3
"ENSMUSG00000096425_1","ENSMUSG00000096425_1",3
"ENSMUSG00000089208","ENSMUSG00000089208",3
"ENSMUSG00000089208_1","ENSMUSG00000089208_1",3
"Ddx11_3","Ddx11_3",3
"Gm4705","Gm4705",3
"Lpin2_2","Lpin2_2",3
"ENSMUSG00000090168","ENSMUSG00000090168",3
"ENSMUSG00000090168_1","ENSMUSG00000090168_1",3
"Ehd3","Ehd3",3
"Cox7a2l","Cox7a2l",3
"Mta3","Mta3",3
"ENSMUSG00000095035","ENSMUSG00000095035",3
"Stpg4_1","Stpg4_1",3
"Mir1901","Mir1901",3
"Tmem241","Tmem241",3
"Tmem241_1","Tmem241_1",3
"ENSMUSG00000024274","ENSMUSG00000024274",3
"ENSMUSG00000099111_2","ENSMUSG00000099111_2",3
"Sh3rf2","Sh3rf2",3
"ENSMUSG00000098058_1","ENSMUSG00000098058_1",3
"Zfp474_1","Zfp474_1",3
"Marchf3","Marchf3",3
"Rps14","Rps14",3
"ENSMUSG00000093026","ENSMUSG00000093026",3
"Mir122","Mir122",3
"Nfatc1_2","Nfatc1_2",3
"Nfatc1_3","Nfatc1_3",3
"ENSMUSG00000101264","ENSMUSG00000101264",3
"Mir496b","Mir496b",3
"Cstf2t_1","Cstf2t_1",3
"Trim8","Trim8",3
"Trim8_3","Trim8_3",3
"Wbp1l_2","Wbp1l_2",3
"Eno4","Eno4",3
"ENSMUSG00000094276","ENSMUSG00000094276",3
"NA_2","NA_2",3
"Dlg3_2","Dlg3_2",3
"ENSMUSG00000081915","ENSMUSG00000081915",3
"Paqr8","Paqr8",4
"Uggt1","Uggt1",4
"Arid5a","Arid5a",4
"ENSMUSG00000083355_1","ENSMUSG00000083355_1",4
"ENSMUSG00000102292","ENSMUSG00000102292",4
"Spp2_1","Spp2_1",4
"Glrp1","Glrp1",4
"Gm19589","Gm19589",4
"1700067G17Rik","1700067G17Rik",4
"Lrrfip1_2","Lrrfip1_2",4
"Lrrfip1_3","Lrrfip1_3",4
"Gm6651","Gm6651",4
"ENSMUSG00000103348","ENSMUSG00000103348",4
"Acmsd","Acmsd",4
"ENSMUSG00000101413","ENSMUSG00000101413",4
"ENSMUSG00000097229","ENSMUSG00000097229",4
"ENSMUSG00000103719","ENSMUSG00000103719",4
"ENSMUSG00000103719_1","ENSMUSG00000103719_1",4
"Gm18407","Gm18407",4
"ENSMUSG00000102433","ENSMUSG00000102433",4
"ENSMUSG00000103636_1","ENSMUSG00000103636_1",4
"Utp25","Utp25",4
"ENSMUSG00000104354","ENSMUSG00000104354",4
"Pip4k2a_1","Pip4k2a_1",4
"Usp20","Usp20",4
"Kynu","Kynu",4
"Gtdc1","Gtdc1",4
"ENSMUSG00000082278_1","ENSMUSG00000082278_1",4
"ENSMUSG00000087518","ENSMUSG00000087518",4
"9430019J16Rik","9430019J16Rik",4
"ENSMUSG00000087527","ENSMUSG00000087527",4
"ENSMUSG00000082731","ENSMUSG00000082731",4
"ENSMUSG00000082862_1","ENSMUSG00000082862_1",4
"Gm13932_1","Gm13932_1",4
"Gm25189","Gm25189",4
"4921508D12Rik_1","4921508D12Rik_1",4
"ENSMUSG00000081758_1","ENSMUSG00000081758_1",4
"ENSMUSG00000093160_5","ENSMUSG00000093160_5",4
"Ctcflos","Ctcflos",4
"Ctcflos_1","Ctcflos_1",4
"Ctcfl","Ctcfl",4
"ENSMUSG00000080723","ENSMUSG00000080723",4
"Gm30173_3","Gm30173_3",4
"Gm30292","Gm30292",4
"Mbnl1_1","Mbnl1_1",4
"ENSMUSG00000102667","ENSMUSG00000102667",4
"Il12a","Il12a",4
"Platr10","Platr10",4
"ENSMUSG00000087759","ENSMUSG00000087759",4
"Aknad1","Aknad1",4
"ENSMUSG00000080676_3","ENSMUSG00000080676_3",4
"ENSMUSG00000080676_8","ENSMUSG00000080676_8",4
"ENSMUSG00000080676_10","ENSMUSG00000080676_10",4
"Synpo2_1","Synpo2_1",4
"Synpo2_2","Synpo2_2",4
"Dapp1","Dapp1",4
"Bmpr1b_7","Bmpr1b_7",4
"Tox_3","Tox_3",4
"Chd7_2","Chd7_2",4
"Atp6v0d2_1","Atp6v0d2_1",4
"Atp6v0d2_2","Atp6v0d2_2",4
"ENSMUSG00000087049_4","ENSMUSG00000087049_4",4
"ENSMUSG00000084611","ENSMUSG00000084611",4
"Ccin_1","Ccin_1",4
"Ifna15","Ifna15",4
"Echdc2_1","Echdc2_1",4
"Rims3","Rims3",4
"Gm23540","Gm23540",4
"Stk40","Stk40",4
"ENSMUSG00000086856","ENSMUSG00000086856",4
"Dhrs3","Dhrs3",4
"Spsb1_2","Spsb1_2",4
"Slc45a1_1","Slc45a1_1",4
"ENSMUSG00000073686","ENSMUSG00000073686",4
"Faap20_1","Faap20_1",4
"Faap20_3","Faap20_3",4
"Shh","Shh",4
"Shh_4","Shh_4",4
"ENSMUSG00000097640_2","ENSMUSG00000097640_2",4
"ENSMUSG00000097640_3","ENSMUSG00000097640_3",4
"ENSMUSG00000080700_1","ENSMUSG00000080700_1",4
"Mir5098","Mir5098",4
"Stbd1_1","Stbd1_1",4
"Paqr3","Paqr3",4
"Cit","Cit",4
"Cit_3","Cit_3",4
"Chchd2","Chchd2",4
"Mir3965_1","Mir3965_1",4
"Ubl3_1","Ubl3_1",4
"Gm13899","Gm13899",4
"Fam3c_3","Fam3c_3",4
"ENSMUSG00000087846","ENSMUSG00000087846",4
"Tmem213","Tmem213",4
"Gimap8","Gimap8",4
"Txnrd3","Txnrd3",4
"Lrig1","Lrig1",4
"ENSMUSG00000093559_6","ENSMUSG00000093559_6",4
"ENSMUSG00000093559_8","ENSMUSG00000093559_8",4
"ENSMUSG00000088699","ENSMUSG00000088699",4
"Vgll4_2","Vgll4_2",4
"Slc25a18","Slc25a18",4
"ENSMUSG00000080921","ENSMUSG00000080921",4
"Kras","Kras",4
"ENSMUSG00000083962","ENSMUSG00000083962",4
"Sbk2_1","Sbk2_1",4
"Obox5","Obox5",4
